ride_id,train_name,origin_station,destination_station,departure_time_origin,day_of_week,hour_of_day,delay_at_dest
-1057492321374091038-2503121731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-12 17:31:00,2,17,2
-1057492321374091038-2503121731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-12 17:31:00,2,17,9
-1057492321374091038-2503121731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-12 17:31:00,2,17,2
-1057492321374091038-2503121731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-12 18:46:00,2,18,9
-1057492321374091038-2503121731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-12 18:46:00,2,18,2
-1057492321374091038-2503121731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-12 18:57:00,2,18,2
-1057492321374091038-2503131731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-13 17:31:00,3,17,2
-1057492321374091038-2503131731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-13 17:31:00,3,17,3
-1057492321374091038-2503131731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-13 17:31:00,3,17,26
-1057492321374091038-2503131731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-13 18:46:00,3,18,3
-1057492321374091038-2503131731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-13 18:46:00,3,18,26
-1057492321374091038-2503131731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-13 18:57:00,3,18,26
-1057492321374091038-2503141731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-14 17:31:00,4,17,6
-1057492321374091038-2503141731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-14 17:31:00,4,17,7
-1057492321374091038-2503141731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-14 17:31:00,4,17,1
-1057492321374091038-2503141731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-14 18:46:00,4,18,7
-1057492321374091038-2503141731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-14 18:46:00,4,18,1
-1057492321374091038-2503141731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-14 18:57:00,4,18,1
-1057492321374091038-2503161731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-16 17:31:00,6,17,1
-1057492321374091038-2503161731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-16 17:31:00,6,17,1
-1057492321374091038-2503161731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-16 17:31:00,6,17,5
-1057492321374091038-2503161731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-16 18:46:00,6,18,1
-1057492321374091038-2503161731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-16 18:46:00,6,18,5
-1057492321374091038-2503161731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-16 18:57:00,6,18,5
-1057492321374091038-2503171731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-17 17:31:00,0,17,1
-1057492321374091038-2503171731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-17 17:31:00,0,17,2
-1057492321374091038-2503171731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-17 17:31:00,0,17,1
-1057492321374091038-2503171731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-17 18:46:00,0,18,2
-1057492321374091038-2503171731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-17 18:46:00,0,18,1
-1057492321374091038-2503171731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-17 18:57:00,0,18,1
-1057492321374091038-2503181731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-18 17:31:00,1,17,38
-1057492321374091038-2503181731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-18 17:31:00,1,17,42
-1057492321374091038-2503181731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-18 17:31:00,1,17,35
-1057492321374091038-2503181731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-18 18:46:00,1,18,42
-1057492321374091038-2503181731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-18 18:46:00,1,18,35
-1057492321374091038-2503181731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-18 18:57:00,1,18,35
-1057492321374091038-2503191731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-19 17:31:00,2,17,44
-1057492321374091038-2503191731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-19 17:31:00,2,17,46
-1057492321374091038-2503191731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-19 17:31:00,2,17,75
-1057492321374091038-2503191731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-19 18:46:00,2,18,46
-1057492321374091038-2503191731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-19 18:46:00,2,18,75
-1057492321374091038-2503191731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-19 18:57:00,2,18,75
-1057492321374091038-2503201731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-20 17:31:00,3,17,33
-1057492321374091038-2503201731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-20 17:31:00,3,17,34
-1057492321374091038-2503201731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-20 17:31:00,3,17,28
-1057492321374091038-2503201731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-20 18:46:00,3,18,34
-1057492321374091038-2503201731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-20 18:46:00,3,18,28
-1057492321374091038-2503201731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-20 18:57:00,3,18,28
-1057492321374091038-2503211731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-21 17:31:00,4,17,0
-1057492321374091038-2503211731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-21 17:31:00,4,17,0
-1057492321374091038-2503211731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-21 17:31:00,4,17,0
-1057492321374091038-2503211731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-21 18:46:00,4,18,0
-1057492321374091038-2503211731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-21 18:46:00,4,18,0
-1057492321374091038-2503211731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-21 18:57:00,4,18,0
-1057492321374091038-2503231731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-23 17:31:00,6,17,3
-1057492321374091038-2503231731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-23 17:31:00,6,17,2
-1057492321374091038-2503231731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-23 17:31:00,6,17,6
-1057492321374091038-2503231731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-23 18:46:00,6,18,2
-1057492321374091038-2503231731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-23 18:46:00,6,18,6
-1057492321374091038-2503231731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-23 18:57:00,6,18,6
-1057492321374091038-2503241731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-24 17:31:00,0,17,0
-1057492321374091038-2503241731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-24 17:31:00,0,17,0
-1057492321374091038-2503241731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-24 17:31:00,0,17,2
-1057492321374091038-2503241731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-24 18:46:00,0,18,0
-1057492321374091038-2503241731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-24 18:46:00,0,18,2
-1057492321374091038-2503241731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-24 18:57:00,0,18,2
-1057492321374091038-2503251731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-25 17:31:00,1,17,1
-1057492321374091038-2503251731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-25 17:31:00,1,17,2
-1057492321374091038-2503251731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-25 17:31:00,1,17,2
-1057492321374091038-2503251731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-25 18:46:00,1,18,2
-1057492321374091038-2503251731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-25 18:46:00,1,18,2
-1057492321374091038-2503251731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-25 18:57:00,1,18,2
-1057492321374091038-2503261731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-26 17:31:00,2,17,1
-1057492321374091038-2503261731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-26 17:31:00,2,17,2
-1057492321374091038-2503261731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-26 17:31:00,2,17,6
-1057492321374091038-2503261731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-26 18:46:00,2,18,2
-1057492321374091038-2503261731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-26 18:46:00,2,18,6
-1057492321374091038-2503261731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-26 18:57:00,2,18,6
-1057492321374091038-2503271731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-27 17:31:00,3,17,7
-1057492321374091038-2503271731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-27 17:31:00,3,17,10
-1057492321374091038-2503271731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-27 17:31:00,3,17,3
-1057492321374091038-2503271731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-27 18:46:00,3,18,10
-1057492321374091038-2503271731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-27 18:46:00,3,18,3
-1057492321374091038-2503271731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-27 18:57:00,3,18,3
-1057492321374091038-2503281731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-28 17:31:00,4,17,1
-1057492321374091038-2503281731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-28 17:31:00,4,17,1
-1057492321374091038-2503281731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-28 17:31:00,4,17,11
-1057492321374091038-2503281731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-28 18:46:00,4,18,1
-1057492321374091038-2503281731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-28 18:46:00,4,18,11
-1057492321374091038-2503281731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-28 18:57:00,4,18,11
-1057492321374091038-2503301731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-30 17:31:00,6,17,3
-1057492321374091038-2503301731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-30 17:31:00,6,17,4
-1057492321374091038-2503301731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-30 17:31:00,6,17,0
-1057492321374091038-2503301731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-30 18:46:00,6,18,4
-1057492321374091038-2503301731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-30 18:46:00,6,18,0
-1057492321374091038-2503301731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-30 18:57:00,6,18,0
-1057492321374091038-2503311731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-31 17:31:00,0,17,4
-1057492321374091038-2503311731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-31 17:31:00,0,17,8
-1057492321374091038-2503311731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-31 17:31:00,0,17,3
-1057492321374091038-2503311731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-31 18:46:00,0,18,8
-1057492321374091038-2503311731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-31 18:46:00,0,18,3
-1057492321374091038-2503311731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-31 18:57:00,0,18,3
-1057492321374091038-2504011731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-04-01 17:31:00,1,17,1
